ISBN,title,author,year,publisher,image,content
0385199570,The Stand (The Complete and Uncut Edition),Stephen King,1990,Doubleday Books,http://images.amazon.com/images/P/0385199570.01.MZZZZZZZ.jpg,The Stand (The Complete and Uncut Edition) Stephen King Doubleday Books
3442541751,Russendisko.,Wladimir Kaminer,2002,Goldmann,http://images.amazon.com/images/P/3442541751.01.MZZZZZZZ.jpg,Russendisko. Wladimir Kaminer Goldmann
044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling,http://images.amazon.com/images/P/044048474X.01.MZZZZZZZ.jpg,Tales of a Fourth Grade Nothing JUDY BLUME Yearling
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558744630.01.MZZZZZZZ.jpg,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul) Jack Canfield Health Communications
0553294385,"I, Robot",ISAAC ASIMOV,1991,Spectra,http://images.amazon.com/images/P/0553294385.01.MZZZZZZZ.jpg,"I, Robot ISAAC ASIMOV Spectra"
1558746161,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,HCI Teens,http://images.amazon.com/images/P/1558746161.01.MZZZZZZZ.jpg,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series) Jack Canfield HCI Teens
0553563521,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,Bantam Books,http://images.amazon.com/images/P/0553563521.01.MZZZZZZZ.jpg,Devil's Waltz (Alex Delaware Novels (Paperback)) Jonathan Kellerman Bantam Books
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,The Clinic (Alex Delaware Novels (Paperback)) Jonathan Kellerman Bantam Books
0399142282,Hornet's Nest,Patricia Daniels Cornwell,1997,Putnam Publishing Group,http://images.amazon.com/images/P/0399142282.01.MZZZZZZZ.jpg,Hornet's Nest Patricia Daniels Cornwell Putnam Publishing Group
0812513711,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1992,Tor Fantasy,http://images.amazon.com/images/P/0812513711.01.MZZZZZZZ.jpg,"The Dragon Reborn (The Wheel of Time, Book 3) Robert Jordan Tor Fantasy"
0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,Contact Carl Sagan Pocket
0671683993,The Temple of My Familiar,Alice Walker,1990,Pocket,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,The Temple of My Familiar Alice Walker Pocket
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,Harry Potter and the Chamber of Secrets (Book 2) J. K. Rowling Scholastic
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,Vintage Books USA,http://images.amazon.com/images/P/0679751602.01.MZZZZZZZ.jpg,Mama Makes Up Her Mind: And Other Dangers of Southern Living Bailey White Vintage Books USA
0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,Bantam,http://images.amazon.com/images/P/0553211404.01.MZZZZZZZ.jpg,Jane Eyre (Bantam Classics) Charlotte Bronte Bantam
0515102652,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,Jove Books,http://images.amazon.com/images/P/0515102652.01.MZZZZZZZ.jpg,The Cat Who Talked to Ghosts Lilian Jackson Braun Jove Books
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,Vintage,http://images.amazon.com/images/P/1400032717.01.MZZZZZZZ.jpg,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries) Mark Haddon Vintage
0374100128,The Corrections (Oprah Edition),Jonathan Franzen,2001,Farrar Straus Giroux,http://images.amazon.com/images/P/0374100128.01.MZZZZZZZ.jpg,The Corrections (Oprah Edition) Jonathan Franzen Farrar Straus Giroux
0452283868,Sula,Toni Morrison,2002,Plume Books,http://images.amazon.com/images/P/0452283868.01.MZZZZZZZ.jpg,Sula Toni Morrison Plume Books
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,Love in the Time of Cholera (Penguin Great Books of the 20th Century) Gabriel Garcia Marquez Penguin Books
0684857820,Lucky,Alice Sebold,1999,Scribner,http://images.amazon.com/images/P/0684857820.01.MZZZZZZZ.jpg,Lucky Alice Sebold Scribner
037541309X,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,Alfred A. Knopf,http://images.amazon.com/images/P/037541309X.01.MZZZZZZZ.jpg,Balzac and the Little Chinese Seamstress Dai Sijie Alfred A. Knopf
0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,Ashes to Ashes TAMI HOAG Bantam
006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,Perennial,http://images.amazon.com/images/P/006099486X.01.MZZZZZZZ.jpg,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary Simon Winchester Perennial"
0684841347,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,Fireside,http://images.amazon.com/images/P/0684841347.01.MZZZZZZZ.jpg,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH Iyanla Vanzant Fireside
0670855030,Insomnia,Stephen King,1994,Viking Books,http://images.amazon.com/images/P/0670855030.01.MZZZZZZZ.jpg,Insomnia Stephen King Viking Books
0684810387,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,Simon &amp; Schuster,http://images.amazon.com/images/P/0684810387.01.MZZZZZZZ.jpg,MOONLIGHT BECOMES YOU Mary Higgins Clark Simon &amp; Schuster
0440183057,Stillwatch,MARY HIGGINS CLARK,1986,Dell,http://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg,Stillwatch MARY HIGGINS CLARK Dell
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,Touchstone,http://images.amazon.com/images/P/0671250671.01.MZZZZZZZ.jpg,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback)) M. Scott Peck Touchstone"
0425118703,Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,Midnight Dean R. Koontz Berkley Publishing Group
0375401598,Pandora : New Tales of the Vampires,ANNE RICE,1998,Knopf,http://images.amazon.com/images/P/0375401598.01.MZZZZZZZ.jpg,Pandora : New Tales of the Vampires ANNE RICE Knopf
0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000043.01.MZZZZZZZ.jpg,A Thief of Time (Joe Leaphorn/Jim Chee Novels) Tony Hillerman HarperTorch
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,Bantam,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,The Plains of Passage (Earth's Children (Paperback)) JEAN M. AUEL Bantam
044661064X,The First Counsel,Brad Meltzer,2001,Warner Vision,http://images.amazon.com/images/P/044661064X.01.MZZZZZZZ.jpg,The First Counsel Brad Meltzer Warner Vision
1551666839,Dead Run,Erica Spindler,2003,Mira,http://images.amazon.com/images/P/1551666839.01.MZZZZZZZ.jpg,Dead Run Erica Spindler Mira
0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books,http://images.amazon.com/images/P/0765342987.01.MZZZZZZZ.jpg,Kushiel's Dart Jacqueline Carey Tor Books
0446530522,Cane River,Lalita Tademy,2001,Warner Books,http://images.amazon.com/images/P/0446530522.01.MZZZZZZZ.jpg,Cane River Lalita Tademy Warner Books
002026478X,AGE OF INNOCENCE (MOVIE TIE-IN),Edith Wharton,1993,Scribner,http://images.amazon.com/images/P/002026478X.01.MZZZZZZZ.jpg,AGE OF INNOCENCE (MOVIE TIE-IN) Edith Wharton Scribner
0345447840,The Surgeon,TESS GERRITSEN,2002,Ballantine Books,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,The Surgeon TESS GERRITSEN Ballantine Books
044661193X,Basket Case,Carl Hiaasen,2003,Warner Books,http://images.amazon.com/images/P/044661193X.01.MZZZZZZZ.jpg,Basket Case Carl Hiaasen Warner Books
0446359866,Presumed Innocent,Scott Turow,1989,Warner Books,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,Presumed Innocent Scott Turow Warner Books
0446602612,The Poet,Michael Connelly,1997,Warner Books,http://images.amazon.com/images/P/0446602612.01.MZZZZZZZ.jpg,The Poet Michael Connelly Warner Books
0446606383,The Midnight Club,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446606383.01.MZZZZZZZ.jpg,The Midnight Club James Patterson Warner Vision
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,Anne of Avonlea (Anne of Green Gables Novels (Paperback)) L.M. MONTGOMERY Bantam Classics
0446365505,Pleading Guilty,Scott Turow,1994,Warner Books,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,Pleading Guilty Scott Turow Warner Books
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times James Finn Garner John Wiley &amp; Sons Inc
0804111898,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,1993,Ivy Books,http://images.amazon.com/images/P/0804111898.01.MZZZZZZZ.jpg,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door Robert Fulghum Ivy Books
0451203895,4 Blondes,Candace Bushnell,2002,Signet Book,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,4 Blondes Candace Bushnell Signet Book
0553272535,Night,Elie Wiesel,1982,Bantam Books,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,Night Elie Wiesel Bantam Books
0425181464,Seduction in Death,J. D. Robb,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425181464.01.MZZZZZZZ.jpg,Seduction in Death J. D. Robb Berkley Publishing Group
0345347951,Childhood's End,Arthur C. Clarke,1987,Del Rey Books,http://images.amazon.com/images/P/0345347951.01.MZZZZZZZ.jpg,Childhood's End Arthur C. Clarke Del Rey Books
039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,The Cat in the Hat Dr. Seuss Random House Books for Young Readers
1857022424,Shipping News,E Annie Proulx,0,Fourth Estate,http://images.amazon.com/images/P/1857022424.01.MZZZZZZZ.jpg,Shipping News E Annie Proulx Fourth Estate
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,STONES FROM THE RIVER Ursula Hegi Touchstone
0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,"Guns, Germs, and Steel: The Fates of Human Societies Jared Diamond W. W. Norton &amp; Company"
0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,Hearts In Atlantis : New Fiction Stephen King Scribner
0375504397,Black House,Stephen King,2001,Random House Trade,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,Black House Stephen King Random House Trade
0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,Falling Angels Tracy Chevalier Plume Books
0316779237,Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316779237.01.MZZZZZZZ.jpg,Holidays on Ice : Stories David Sedaris Back Bay Books
0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,The Valley of Horses JEAN M. AUEL Bantam
0451188462,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,Desperation Stephen King Signet Book
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,Harry Potter and the Prisoner of Azkaban (Book 3) J. K. Rowling Scholastic
0671028367,Deadly Decisions,Kathy Reichs,2001,Pocket Books,http://images.amazon.com/images/P/0671028367.01.MZZZZZZZ.jpg,Deadly Decisions Kathy Reichs Pocket Books
0440111811,Changes,Danielle Steel,1984,Dell,http://images.amazon.com/images/P/0440111811.01.MZZZZZZZ.jpg,Changes Danielle Steel Dell
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,Charlotte's Web (Trophy Newbery) E. B. White HarperTrophy
0884046818,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991,Bridge Publications,http://images.amazon.com/images/P/0884046818.01.MZZZZZZZ.jpg,Battlefield Earth: A Saga of the Year 3000 L. Ron Hubbard Bridge Publications
0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,Primary Colors: A Novel of Politics Anonymous Random House Inc
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,The Lottery Winner : Alvirah And Willy Stories Mary Higgins Clark Pocket
0061030635,Wild Justice,Phillip Margolin,2001,HarperTorch,http://images.amazon.com/images/P/0061030635.01.MZZZZZZZ.jpg,Wild Justice Phillip Margolin HarperTorch
0449006530,Midnight Voices,JOHN SAUL,2003,Ballantine Books,http://images.amazon.com/images/P/0449006530.01.MZZZZZZZ.jpg,Midnight Voices JOHN SAUL Ballantine Books
0440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,The Gift DANIELLE STEEL Dell
0446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,A Bend in the Road Nicholas Sparks Warner Books
0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam,http://images.amazon.com/images/P/0553262505.01.MZZZZZZZ.jpg,"A Wizard of Earthsea (Earthsea Trilogy, Book 1) URSULA K. LE GUIN Bantam"
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,Lucky : A Memoir Alice Sebold Back Bay Books
0375713751,I Don't Know How She Does It,ALLISON PEARSON,2003,Knopf,http://images.amazon.com/images/P/0375713751.01.MZZZZZZZ.jpg,I Don't Know How She Does It ALLISON PEARSON Knopf
0440224845,Bittersweet,DANIELLE STEEL,2000,Dell,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,Bittersweet DANIELLE STEEL Dell
0671864173,WAITING TO EXHALE,Terry McMillan,1993,Pocket,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,WAITING TO EXHALE Terry McMillan Pocket
0440200989,Weep No More My Lady,Mary Higgins Clark,1993,Dell,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,Weep No More My Lady Mary Higgins Clark Dell
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,Let Me Call You Sweetheart Mary Higgins Clark Pocket
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,K Is for Killer (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Fawcett Books
0446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,Unspeakable Sandra Brown Warner Books
0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,Irish Hearts Nora Roberts Silhouette
0440223237,Malice,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440223237.01.MZZZZZZZ.jpg,Malice DANIELLE STEEL Dell
0786884142,A Monk Swimming : A Memoir,Malachy McCourt,1999,Hyperion,http://images.amazon.com/images/P/0786884142.01.MZZZZZZZ.jpg,A Monk Swimming : A Memoir Malachy McCourt Hyperion
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,Catch Me If You Can: The True Story of a Real Fake Stan Redding Broadway
0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,Circle of Friends Maeve Binchy Dell
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,The Bourne Identity Robert Ludlum Bantam Books
0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,Under the Tuscan Sun Frances Mayes Broadway
0380804697,Paradise Lost,J.A. Jance,2002,Avon,http://images.amazon.com/images/P/0380804697.01.MZZZZZZZ.jpg,Paradise Lost J.A. Jance Avon
0425178951,Deep South,Nevada Barr,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178951.01.MZZZZZZZ.jpg,Deep South Nevada Barr Berkley Publishing Group
0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,Tis: A Memoir Frank McCourt Scribner
0671034006,Heartbreaker,Julie Garwood,2001,Pocket,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,Heartbreaker Julie Garwood Pocket
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,The Cardinal of the Kremlin (Jack Ryan Novels) Tom Clancy Berkley Publishing Group
0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425191184.01.MZZZZZZZ.jpg,Red Rabbit Tom Clancy Berkley Publishing Group
039914465X,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,Southern Cross Patricia Daniels Cornwell Putnam Pub Group
067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,Bag of Bones Stephen King Pocket
0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,Feast of All Saints Anne Rice Ballantine Books
0440237262,The Program,Stephen White,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440237262.01.MZZZZZZZ.jpg,The Program Stephen White Dell Publishing Company
0060809833,Brave New World,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,Brave New World Aldous Huxley Harpercollins
0156711427,A Passage to India,E.M. Forster,1965,Harvest Books,http://images.amazon.com/images/P/0156711427.01.MZZZZZZZ.jpg,A Passage to India E.M. Forster Harvest Books
