ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating_count
0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg,104
0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg,123
0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515120006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515120006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515120006.01.LZZZZZZZ.jpg,74
0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,http://images.amazon.com/images/P/0515127396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.LZZZZZZZ.jpg,70
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg,88
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,244
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,http://images.amazon.com/images/P/0385512104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,112
0440236673,The Brethren,John Grisham,2000,Island,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg,408
0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy,http://images.amazon.com/images/P/0064405176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.LZZZZZZZ.jpg,59
0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440235162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg,179
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/076790382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg,65
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,197
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062502182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502182.01.LZZZZZZZ.jpg,228
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,http://images.amazon.com/images/P/0060175400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg,172
0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket,http://images.amazon.com/images/P/0671537458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg,88
0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,http://images.amazon.com/images/P/0515127221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127221.01.LZZZZZZZ.jpg,74
0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425161242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg,95
0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,188
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,257
0446609323,Black Friday,James Patterson,1989,Warner Vision,http://images.amazon.com/images/P/0446609323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.LZZZZZZZ.jpg,111
0316690619,Cradle and All,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316690619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg,81
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,391
0679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House,http://images.amazon.com/images/P/0679459626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679459626.01.LZZZZZZZ.jpg,56
0671001701,Legend,Jude Deveraux,1997,Pocket,http://images.amazon.com/images/P/0671001701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001701.01.LZZZZZZZ.jpg,52
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805019375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg,85
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg,341
0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000175.01.LZZZZZZZ.jpg,91
0061097659,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch,http://images.amazon.com/images/P/0061097659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097659.01.LZZZZZZZ.jpg,55
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg,614
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743457358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg,119
0743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0743456866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743456866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743456866.01.LZZZZZZZ.jpg,71
0345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books,http://images.amazon.com/images/P/0345425707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345425707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345425707.01.LZZZZZZZ.jpg,54
0425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425167313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg,227
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg,249
0425167720,An Instance of the Fingerpost,Iain Pears,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425167720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167720.01.LZZZZZZZ.jpg,92
0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown,http://images.amazon.com/images/P/0609610597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609610597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg,110
0374281602,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux,http://images.amazon.com/images/P/0374281602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374281602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374281602.01.LZZZZZZZ.jpg,61
0316182540,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown",http://images.amazon.com/images/P/0316182540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316182540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316182540.01.LZZZZZZZ.jpg,107
0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books,http://images.amazon.com/images/P/0553299506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553299506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553299506.01.LZZZZZZZ.jpg,72
0446611611,City of Bones,Michael Connelly,2003,Warner Books,http://images.amazon.com/images/P/0446611611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611611.01.LZZZZZZZ.jpg,81
0446604658,Lucky You,Carl Hiaasen,1998,Warner Vision,http://images.amazon.com/images/P/0446604658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604658.01.LZZZZZZZ.jpg,80
0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,http://images.amazon.com/images/P/0553282476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg,110
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg,273
0684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684867621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg,118
0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books,http://images.amazon.com/images/P/0345413903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg,179
3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc,http://images.amazon.com/images/P/3257228007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257228007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257228007.01.LZZZZZZZ.jpg,54
0553582143,Body of Lies,IRIS JOHANSEN,2003,Bantam,http://images.amazon.com/images/P/0553582143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582143.01.LZZZZZZZ.jpg,123
0679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,2002,Random House,http://images.amazon.com/images/P/0679426159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679426159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679426159.01.LZZZZZZZ.jpg,60
0316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",http://images.amazon.com/images/P/0316569321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg,265
067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket,http://images.amazon.com/images/P/067169071X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067169071X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067169071X.01.LZZZZZZZ.jpg,57
0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books,http://images.amazon.com/images/P/0515090174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515090174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515090174.01.LZZZZZZZ.jpg,72
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books,http://images.amazon.com/images/P/0515095826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515095826.01.LZZZZZZZ.jpg,71
0515111279,The Cat Who Wasn't There,Lilian Jackson Braun,1994,Jove Books,http://images.amazon.com/images/P/0515111279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515111279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515111279.01.LZZZZZZZ.jpg,63
0385475713,Alias Grace,Margaret Atwood,1996,Nan A. Talese,http://images.amazon.com/images/P/0385475713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385475713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385475713.01.LZZZZZZZ.jpg,56
0553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam,http://images.amazon.com/images/P/0553375407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553375407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553375407.01.LZZZZZZZ.jpg,162
0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425115801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg,134
0671024248,Hearts In Atlantis,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg,179
0671034022,Mercy,Julie Garwood,2002,Pocket,http://images.amazon.com/images/P/0671034022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg,85
0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass,http://images.amazon.com/images/P/0451151259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451151259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg,102
0375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg,124
0446607711,The Simple Truth,David Baldacci,1999,Warner Books,http://images.amazon.com/images/P/0446607711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg,165
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub,http://images.amazon.com/images/P/038548951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg,63
0060512806,Cryptonomicon,Neal Stephenson,2002,Avon Books,http://images.amazon.com/images/P/0060512806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060512806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060512806.01.LZZZZZZZ.jpg,51
0446525804,Last Man Standing,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446525804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.LZZZZZZZ.jpg,55
0515122491,The Maze,Catherine Coulter,1998,Jove Books,http://images.amazon.com/images/P/0515122491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.LZZZZZZZ.jpg,63
0140265686,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books,http://images.amazon.com/images/P/0140265686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg,64
0140257934,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Viking Books,http://images.amazon.com/images/P/0140257934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.LZZZZZZZ.jpg,73
0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg,109
0451524934,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,192
0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books,http://images.amazon.com/images/P/0345392825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.LZZZZZZZ.jpg,89
0671027123,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,Pocket,http://images.amazon.com/images/P/0671027123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.LZZZZZZZ.jpg,58
0449225151,A Place Called Freedom,Ken Follett,1996,Fawcett Books,http://images.amazon.com/images/P/0449225151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg,68
0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey,http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,181
0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg,200
0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg,203
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg,571
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,http://images.amazon.com/images/P/0316089699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg,136
